ID,Direccion,Localidad,Coordenadas,
53636,calle giovanni papini 152 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.096089,-77.006398)",
53637,calle giovanni papini 148 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095972,-77.006416)",
53638,calle giovanni papini 140 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095881,-77.006434)",
53639,calle giovanni papini 128 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095818,-77.006443)",
53640,calle giovanni papini 118 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095745,-77.006451)",
53641,calle giovanni papini 116 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095664,-77.006469)",
53642,calle giovanni papini 100 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095501,-77.006494)",
53643,calle bernardo tasso 281 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.096213,-77.006803)",
53644,calle bernardo tasso 277 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.09615,-77.006812)",
53645,calle bernardo tasso 271 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.096104,-77.006821)",
53646,calle bernardo tasso 261 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.096023,-77.00683)",
53647,calle bernardo tasso 263 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095987,-77.006839)",
53648,calle bernardo tasso 259 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095905,-77.006847)",
53649,calle bernardo tasso 388 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095869,-77.006856)",
53650,calle lopez de ayala 893 urbanización san borja manzana f9 ,SAN BORJA-LIMA-LIMA,"(-12.095206,-77.00607)",
53651,calle lopez de ayala 887 urbanización san borja manzana f9 ,SAN BORJA-LIMA-LIMA,"(-12.095224,-77.006134)",
53652,calle bernardo tasso 241 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095715,-77.006883)",
53653,calle bernardo tasso 247 urbanización san borja manzana m9 ,SAN BORJA-LIMA-LIMA,"(-12.095797,-77.006865)",
53654,calle giovanni papini 113 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.095575,-77.006312)",
53655,calle pedro berruguete 152 urbanización san borja manzana k9 ,SAN BORJA-LIMA-LIMA,"(-12.09673,-77.007826)",
53656,calle pedro berruguete 166 urbanización san borja manzana k9 lote 11,SAN BORJA-LIMA-LIMA,"(-12.09684,-77.007505)",
53657,calle pedro berruguete 172 urbanización san borja manzana k9 lote 12,SAN BORJA-LIMA-LIMA,"(-12.096877,-77.007396)",
53658,calle crepi 161 urbanización san borja manzana n9 ,SAN BORJA-LIMA-LIMA,"(-12.096589,-77.005988)",
53659,calle crepi 153 urbanización san borja manzana n9 ,SAN BORJA-LIMA-LIMA,"(-12.096589,-77.006017)",
53660,avenida de las artes sur 194 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.096546,-77.005795)",
53661,avenida de las artes sur 190 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.096464,-77.005795)",
53662,avenida de las artes sur 188 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.096374,-77.005795)",
53663,avenida de las artes sur 184 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.096301,-77.005803)",
53664,avenida de las artes sur 176 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.09622,-77.005803)",
53665,avenida de las artes sur 174 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.096157,-77.00581)",
53666,avenida de las artes sur 172 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.096075,-77.005819)",
53667,avenida san borja sur 513 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100934,-77.003835)",
53668,avenida san borja sur 515 urbanizacion san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100935,-77.003753)",
53669,avenida san borja sur 507 urbanizacion san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100934,-77.003909)",
53670,avenida san borja sur 505 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.10087,-77.004028)",
53671,calle el perugino 283 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100779,-77.004046)",
53672,calle el perugino 263 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.10058,-77.004063)",
53673,calle matier 271 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099643,-77.002457)",
53674,calle guido reni 205 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098701,-77.003974)",
53675,calle guido reni 209 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098702,-77.003819)",
53676,calle guido reni 225 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098693,-77.003735)",
53677,calle guido reni 231 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098694,-77.003663)",
53678,calle guido reni 237 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098694,-77.003626)",
53679,calle guido reni 243 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098686,-77.003553)",
53680,calle guido reni 249 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098677,-77.003488)",
53681,calle guido reni 261 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098678,-77.003415)",
53682,calle guido reni 267 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098669,-77.00336)",
53683,calle guido reni 273 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.09866,-77.003294)",
53684,calle guido reni 279 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098652,-77.003212)",
53685,calle guido reni 285 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098643,-77.003148)",
53686,calle augusto renoir 219 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099281,-77.003776)",
53687,calle augusto renoir 0 urbanización san borja manzana g10 lote 18,SAN BORJA-LIMA-LIMA,"(-12.099254,-77.003667)",
53688,calle augusto renoir 237 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099264,-77.003565)",
53689,calle augusto renoir 249 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099256,-77.003465)",
53690,calle augusto renoir 267 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099248,-77.003308)",
53691,calle augusto renoir 273 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099239,-77.003226)",
53692,calle augusto renoir 285 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099222,-77.003115)",
53693,calle augusto renoir 293 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099205,-77.002996)",
53694,calle guido reni 282 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.098815,-77.003168)",
53695,calle guido reni 272 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.098832,-77.003277)",
53696,calle guido reni 258 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.098841,-77.003388)",
53697,calle guido reni 236 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.098857,-77.003572)",
53698,calle guido reni 210 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.098865,-77.003783)",
53699,calle pietro marchand 354 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.098926,-77.002847)",
53700,calle pietro marchand 380 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.099071,-77.00283)",
53701,calle guido reni 248 urbanización san borja manzana g10 ,SAN BORJA-LIMA-LIMA,"(-12.098849,-77.003499)",
53702,avenida fray luis de leon 454 urbanizacion san borja manzana b ,SAN BORJA-LIMA-LIMA,"(-12.098285,-77.004)",
53703,avenida fray luis de leon 462 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098277,-77.00377)",
53704,avenida fray luis de leon 468 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098278,-77.003686)",
53705,avenida fray luis de leon 480 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098253,-77.003429)",
53706,avenida fray luis de leon 484 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098245,-77.00332)",
53707,avenida fray luis de leon 490 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098236,-77.003254)",
53708,avenida aviacion 2900 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098107,-77.002327)",
53709,avenida aviacion 2906 urbanizacion san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098225,-77.002309)",
53710,avenida aviacion 2908 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.09827,-77.002309)",
53711,avenida aviacion 2918 urbanizacion san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098415,-77.002282)",
53712,avenida aviacion 2922 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098451,-77.002282)",
53713,avenida aviacion 2934 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.09855,-77.002266)",
53714,avenida aviacion 2938 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.09874,-77.00224)",
53715,avenida aviacion 2944 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098822,-77.002231)",
53716,avenida aviacion 2956 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098948,-77.002214)",
53717,avenida aviacion 2958 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098985,-77.002205)",
53718,avenida aviacion 2960 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099021,-77.002223)",
53719,avenida aviacion 2968 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099157,-77.002178)",
53720,avenida aviacion 2970 urbanizacion san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099202,-77.002178)",
53721,avenida aviacion 2986 urbanizacion san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099347,-77.002151)",
53722,avenida aviacion 2988 urbanizacion san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099428,-77.002143)",
53723,avenida aviacion 2996 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099563,-77.002172)",
53724,calle pietro marchand 301 urbanizacion san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098221,-77.002759)",
53725,calle pietro marchand 303 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.098303,-77.002768)",
53726,calle pietro marchand 313 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098411,-77.00275)",
53727,calle pietro marchand 319 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098547,-77.002734)",
53728,calle pietro marchand 327 urbanizacion san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098619,-77.002716)",
53729,calle pietro marchand 337 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098728,-77.002708)",
53730,calle pietro marchand 343 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098855,-77.002691)",
53731,calle pietro marchand 349 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.098981,-77.002673)",
53732,calle pietro marchand 359 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099054,-77.002664)",
53733,calle pietro marchand 361 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099162,-77.002646)",
53734,calle pietro marchand 399 urbanización san borja manzana h10 ,SAN BORJA-LIMA-LIMA,"(-12.099606,-77.002586)",
53735,avenida fray luis de leon 548 urbanización san borja manzana b ,SAN BORJA-LIMA-LIMA,"(-12.098124,-77.002492)",
53736,calle el perugino 115 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098537,-77.004057)",
53737,calle pietro marchand 308 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098238,-77.002952)",
53738,calle pietro marchand 314 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098356,-77.002934)",
53739,calle pietro marchand 328 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098419,-77.002925)",
53740,calle pietro marchand 334 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098501,-77.002907)",
53741,calle pietro marchand 340 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098573,-77.002899)",
53742,avenida fray luis de leon 455 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098077,-77.003997)",
53743,avenida fray luis de leon 461 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098068,-77.003933)",
53744,avenida fray luis de leon 465 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098069,-77.003814)",
53745,avenida fray luis de leon 469 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098061,-77.003704)",
53746,avenida fray luis de leon 475 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098053,-77.003585)",
53747,avenida fray luis de leon 479 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098044,-77.003501)",
53748,avenida fray luis de leon 481 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098036,-77.00341)",
53749,avenida fray luis de leon 485 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098036,-77.003382)",
53750,avenida fray luis de leon 487 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098019,-77.003299)",
53751,avenida fray luis de leon 493 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.09801,-77.003235)",
53752,avenida fray luis de leon 450 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098301,-77.004229)",
53753,avenida fray luis de leon 422 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098242,-77.004918)",
53754,avenida fray luis de leon 414 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098223,-77.005027)",
53755,avenida fray luis de leon 410 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098204,-77.005138)",
53756,avenida fray luis de leon 406 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098176,-77.005247)",
53757,calle guido reni 199 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098716,-77.004379)",
53758,calle guido reni 187 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098706,-77.004462)",
53759,calle guido reni 177 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098696,-77.00459)",
53760,calle guido reni 153 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098686,-77.004719)",
53761,calle augusto renoir 183 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099283,-77.004501)",
53762,calle augusto renoir 165 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099262,-77.004697)",
53763,calle augusto renoir 137 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099236,-77.005026)",
53764,calle augusto renoir 135 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099226,-77.005081)",
53765,calle guido reni 188 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098878,-77.004454)",
53766,calle matier 294 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.099735799545826,-77.0021519401862)",
53767,calle matier 298 urbanizacion san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.09972227525708,-77.00207862295632)",
53768,avenida aviacion 3008 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.099835,-77.002082)",
53769,avenida aviacion 3010 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.099889,-77.002074)",
53770,avenida aviacion 3020 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.099962,-77.002065)",
53771,avenida aviacion 3026 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.099989,-77.002065)",
53772,avenida aviacion 3030 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100052,-77.002056)",
53773,avenida aviacion 3036 urbanizacion san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100098,-77.002048)",
53774,avenida aviacion 3040 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100134,-77.002039)",
53775,avenida aviacion 3042 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.10017,-77.002039)",
53776,avenida san borja sur 589 urbanizacion san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.100802,-77.002154)",
53777,calle lopez de ayala 193 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100482,-77.003942)",
53778,calle lopez de ayala 189 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100482,-77.00386)",
53779,calle lopez de ayala 185 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100482,-77.003823)",
53780,calle lopez de ayala 181 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100483,-77.003749)",
53781,calle lopez de ayala 177 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100483,-77.003713)",
53782,calle lopez de ayala 173 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100484,-77.003639)",
53783,calle lopez de ayala 169 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100475,-77.003603)",
53784,calle lopez de ayala 165 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100476,-77.003519)",
53785,calle lopez de ayala 161 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100476,-77.003447)",
53786,calle lopez de ayala 153 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100468,-77.003382)",
53787,calle lopez de ayala 149 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100468,-77.003308)",
53788,calle lopez de ayala 145 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100468,-77.003272)",
53789,calle lopez de ayala 141 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.10046,-77.003198)",
53790,calle lopez de ayala 133 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.10046,-77.003162)",
53791,calle lopez de ayala 125 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100452,-77.003005)",
53792,calle lopez de ayala 115 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100444,-77.002894)",
53793,calle lopez de ayala 113 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100427,-77.002785)",
53794,calle lopez de ayala 103 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100427,-77.00271)",
53795,calle pietro marchand 470 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100446,-77.002628)",
53796,calle pietro marchand 472 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100527,-77.002619)",
53797,calle pietro marchand 484 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.1006,-77.002611)",
53798,calle pietro marchand 486 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100636,-77.002629)",
53799,calle pietro marchand 492 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100762,-77.002622)",
53800,calle pietro marchand 496 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100817,-77.002604)",
53801,avenida san borja sur 565 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100878,-77.002843)",
53802,avenida san borja sur 567 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.10087,-77.00275)",
53803,avenida san borja sur 561 urbanizacion san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100886,-77.002943)",
53804,avenida san borja sur 553 urbanizacion san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100895,-77.003055)",
53805,avenida san borja sur 555 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100886,-77.002989)",
53806,avenida san borja sur 547 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100903,-77.003164)",
53807,avenida san borja sur 549 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100894,-77.003091)",
53808,avenida san borja sur 541 urbanizacion san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100911,-77.003257)",
53809,avenida san borja sur 543 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100903,-77.003202)",
53810,avenida san borja sur 535 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100919,-77.003385)",
53811,avenida san borja sur 539 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100911,-77.003312)",
53812,avenida san borja sur 529 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100919,-77.003496)",
53813,avenida san borja sur 531 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100919,-77.003421)",
53814,avenida san borja sur 523 urbanización san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100927,-77.003605)",
53815,avenida san borja sur 525 urbanizacion san borja manzana j10 ,SAN BORJA-LIMA-LIMA,"(-12.100927,-77.003532)",
53816,calle guido reni 178 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098859,-77.0046)",
53817,calle guido reni 184 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098869,-77.004527)",
53818,calle el perugino 1624 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.098925,-77.004271)",
53819,calle el perugino 142 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099033,-77.004235)",
53820,calle el perugino 150 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099151,-77.004235)",
53821,calle el perugino 294 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099241,-77.004235)",
53822,calle augusto renoir 161 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099265,-77.00476)",
53823,calle augusto renoir 169 urbanización san borja manzana o10 ,SAN BORJA-LIMA-LIMA,"(-12.099273,-77.00462)",
53824,calle augusto renoir 100 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099341,-77.005367)",
53825,calle augusto renoir 114 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099342,-77.005329)",
53826,calle augusto renoir 0 urbanización san borja manzana q10 lote 4,SAN BORJA-LIMA-LIMA,"(-12.099417,-77.004945)",
53827,calle augusto renoir 154 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099417,-77.004899)",
53828,calle augusto renoir 188 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099437,-77.004706)",
53829,calle augusto renoir 190 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099446,-77.004604)",
53830,calle luis pirandello 451 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099494,-77.00557)",
53831,calle el perugino 180 urbanización san borja manzana q10 ,SAN BORJA-LIMA-LIMA,"(-12.099576,-77.004239)",
53832,avenida fray luis de leon 402 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098176,-77.005265)",
53833,avenida fray luis de leon 426 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098261,-77.004816)",
53834,calle luis pirandello 317 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098419,-77.005432)",
53835,calle luis pirandello 325 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098455,-77.005443)",
53836,calle guido reni 111 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098592,-77.005279)",
53837,calle guido reni 103 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.09862,-77.00514)",
53838,calle guido reni 117 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098639,-77.005013)",
53839,calle guido reni 157 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098658,-77.004892)",
53840,calle guido reni 149 urbanización san borja manzana f10 ,SAN BORJA-LIMA-LIMA,"(-12.098677,-77.004811)",
53841,avenida fray luis de leon 432 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098271,-77.004688)",
53842,avenida fray luis de leon 438 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098281,-77.004586)",
53843,avenida fray luis de leon 442 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.09829,-77.004486)",
53844,avenida fray luis de leon 448 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.0983,-77.004413)",
53845,calle el perugino 102 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098383,-77.004239)",
53846,calle el perugino 910 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098419,-77.004239)",
53847,calle el perugino 924 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098563,-77.004239)",
53848,calle guido reni 173 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098687,-77.00469)",
53849,calle guido reni 179 urbanización san borja manzana a6 ,SAN BORJA-LIMA-LIMA,"(-12.098697,-77.004554)",
53850,avenida fray luis de leon 413 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.097997,-77.005054)",
53851,avenida fray luis de leon 415 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098007,-77.00498)",
53852,avenida fray luis de leon 417 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098025,-77.004906)",
53853,avenida fray luis de leon 1456 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098044,-77.004788)",
53854,avenida fray luis de leon 431 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098054,-77.004678)",
53855,avenida fray luis de leon 660 urbanización san borja manzana h9 ,SAN BORJA-LIMA-LIMA,"(-12.098064,-77.004567)",
